Name,Sorting Name,Age Rating,Categories,Description,Developers,Publishers,Favorite,Hidden,Features,Game Id,Genres,Install size,Release Date,Added,Last Played,Date Modified,Recent Activity,Platforms,Play Count,Time Played,Sources,Series,Tags,Community Score,Critic Score,User Score,Id
Offworld Trading Company,,PEGI 3,,"Offworld Trading Company is a real-time strategy game in which money, not firepower, is the player's weapon. Players lead their developing companies in cutthroat economic warfare against other companies looking to become the dominant economic power on Mars.
<br>
<br>Loosely inspired by such classics as M.U.L.E., Offworld Trading Company forces players to make tough choices on what resources to acquire, what goods to build and sell, how to interact with the planet's thriving underworld, and when and what stocks to acquire.
<br>
<br>Players compete against up to seven other AI- or player-controlled companies. The game is won when one player ultimately acquires all the shares of their competitors, thereby wresting control of the entire planet’s economy.",mohawk games,Stardock,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",Snapper,"Indie, Real Time Strategy (RTS), Simulator, Strategy",,28/04/2016,17/06/2025 23:53,,17/06/2025 23:57,17/06/2025 23:53,PC (Windows),0,0,Epic,,,68,89,,caca80e2-ad80-4d14-982f-91a926c793aa
Overcooked,,PEGI 3,,"The Overcooked Gourmet Edition stirs together the smash hit co-op cooking game and the Lost Morsel content pack into one delicious package that will test your culinary skills to the limit!
<br>
<br>Overcooked is a chaotic couch co-op cooking game for one to four players. Working as a team, you and your fellow chefs must prepare, cook and serve up a variety of tasty orders before the baying customers storm out in a huff. Sharpen your knives and dust off your chef’s whites, there isn’t mushroom for error and the steaks are high in these crazy kitchens!
<br>
<br>The Overcooked Lost Morsel content pack continues the chefs’ crazy culinary adventure through six new campaign levels, featuring challenging new kitchens set in an exotic jungle world, a new vehicle to navigate the world map in and six new chef characters to unlock!",Ghost Town Games,Team17,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",Sage,"Indie, Simulator",,15/11/2016,17/06/2025 23:53,,17/06/2025 23:57,17/06/2025 23:53,PC (Windows),0,0,Epic,,,,,,817139d9-be2a-42e8-9446-8bc3c66380c0
Overgrowth,,,,"As a lightning-fast acrobatic ninja rabbit, you can choose how to approach each encounter. Do you want to pick off enemies one at a time like the killer in a slasher film? Dive into the thick of it and fight whole groups in a frontal assault? Steal the most powerful weapon you can find, and turn it on the rest?<br><br>If you die, there is never any load time; you can try again instantly! As your skills improve, you'll see that the game is not about winning. It's about experimenting to make the coolest action scenes that you can. Every design decision is made with that in mind, from the mouselook camera to the context-sensitive combat controls.<br><br>After completing the story modes, you can try out all the mods that players have created with the integrated editor! If you want to play as a human character in a city, or try a whole new campaign, or even fly around as a bat, there's probably already a mod that makes that happen.<h2 class=""bb_tag"">Source Code</h2>",Wolfire Games,Wolfire Games,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player, Split Screen",25000,"Adventure, Fighting, Hack and slash/Beat 'em up, Indie, Tactical",,16/10/2017,17/06/2025 23:53,,17/06/2025 23:56,17/06/2025 23:53,,0,0,Steam,,,52,51,,6d6ef0b8-1b64-4a19-9bf0-1a6afef7eef1
Overwatch 2,Overwatch 02,PEGI 12,,"Overwatch 2 is a free-to-play shooter featuring 40+ epic heroes, each with game-changing abilities. Choose your hero, group up with your friends and battle across all-new maps and modes in the ultimate team-based shooter.",Blizzard Entertainment,Blizzard Entertainment,FALSE,FALSE,"Co-Operative, Multiplayer",Pro,Shooter,,10/08/2023,17/06/2025 23:52,,17/06/2025 23:57,17/06/2025 23:52,PC (Windows),0,0,Battle.net,Overwatch,,69,83,3,625da700-76b1-4874-a464-28eff341f02b
Oxenfree,,PEGI 12,,"Oxenfree is a supernatural adventure game. Rites of passage and Senior year traditions set the stage for a group of friends sneaking off to Edwards Island, an old military outpost with no phone service. Players will take on the role of Alex as she brings her new stepbrother Jonas to an overnight party gone horribly wrong. Inspired by classic cult films like Stand by Me and Poltergeist, Oxenfree is an adventure that pulls from the past but looks to the present. “It’s a coming of age story where players control how their hero comes of age,” says Sean Krankel, co-founder of Night School. “We’re drawing on the fond and mortifying aspects of being in your late teens, and setting it against a dangerous and ghostly backdrop.”",Night School Studio,Night School Studio,FALSE,FALSE,Single Player,Hibiscus,"Adventure, Indie, Role-playing (RPG)",,14/01/2016,17/06/2025 23:53,,17/06/2025 23:54,17/06/2025 23:53,PC (Windows),0,0,Epic,Oxenfree,,76,79,,81da4072-e1b0-4741-ac65-4b53099cc016
Pathway,,,,"Pathway is a text-adventure and puzzle game about exploring mini-books. Try to figure out where you are (and how to escape) by visiting different locations, gathering clues to solve puzzles and collecting mini-books.
<br>While reading and moving around a confusing room, discover a series of strange documents that are part of a bigger story containing familiar symbols, cyclical systems and peculiar beings with rectangular eyes.",Studio CloudScape,Studio CloudScape,FALSE,FALSE,Single Player,8fceb562623c430db9bb6abf0549c43e,"Adventure, Puzzle",,05/05/2020,17/06/2025 23:53,,17/06/2025 23:56,17/06/2025 23:53,PC (Windows),0,0,Epic,,,,,,2e464a02-4323-49bf-8094-c349322407e3
Phantasy Star Online 2,Phantasy Star Online 02,PEGI 16,,"Embark on a never-ending assortment of missions with fellow operatives and experience unparalleled character customization and action RPG combat, completely free to play. Explore numerous worlds with a party of up to four friends or exclusive multiparty areas where up to twelve players can play simultaneously!
<br>
<br>Originally released in Japan and Asia in 2012 and 2014 respectively, The game makes its Global debut in 2020 with a North American launch on Xbox One and Windows 10 before eventually releasing on Steam and across 33 countries. The Global version features the latest balances and patches from the Japanese version while also slowly unlocking new content and features; starting out with the game's first three Episodes, Nine classes and several features introduced in latter major updates.
<br>
<br>Aside from that, the game supports cross-platform multiplayer and uses a Free-to-Play model with in-game purchases; players can experience a lot of what the game has to offer with no upfront fee.",Online Entertainment R&D,"AsiaSoft, Sega",FALSE,FALSE,"Co-Operative, Massively Multiplayer Online (MMO), Multiplayer",6c227b0fac70445aae645f0d601dc5d2,"Adventure, Hack and slash/Beat 'em up, Role-playing (RPG)",,04/07/2012,17/06/2025 23:53,,17/06/2025 23:57,17/06/2025 23:53,PC (Windows),0,0,Epic,"Phantasy Star Online, Phantasy Star Online 2",,71,77,,f7bff5f7-12a6-4a64-b609-ad5016255d3b
Pikuniku,,PEGI 3,,"Pikuniku is an absurdly wonderful puzzle-exploration game that takes place in a strange but playful world where not everything is as happy as it seems. Help peculiar characters overcome struggles, uncover a deep state conspiracy, and start a fun little revolution in this delightful dystopian adventure!",Sectordub,Devolver Digital,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",48619f5656da446abccb727b78cda644,"Adventure, Indie, Platform, Puzzle",,24/01/2019,17/06/2025 23:53,,17/06/2025 23:56,17/06/2025 23:53,PC (Windows),0,0,Epic,,,69,75,,902f3f6c-d365-4d40-9f02-6b5127c5e07c
Pillars of Eternity - Definitive Edition,,PEGI 16,,"Experience the game that revitalized the classic RPG genre in a complete and definitive package that includes every expansion, bonus, and update, presenting Pillars of Eternity at its best.",,Paradox Interactive,FALSE,FALSE,Single Player,bcc75c246fe04e45b0c1f1c3fd52503a,"Adventure, Indie, Role-playing (RPG), Strategy",,15/11/2017,17/06/2025 23:53,,17/06/2025 23:57,17/06/2025 23:53,PC (Windows),0,0,Epic,Pillars of Eternity,,,,,13ddb4bb-0ca0-4f97-8c8f-75980697b16d
PlayStation All-Stars Battle Royale,,PEGI 12,,"Playstation All-Stars Battle Royal is a cross over fighting game featuring (mostly exclusive) iconic characters from various Playstation franchises. Each stage also feature prominent setting from other franchises.
<br>
<br>Playable characters are:
<br>Big Daddy (Bioshock)
<br>Cole MacGrath (Infamous)
<br>Colonel Radec (Killzone)
<br>Dante (DMC)
<br>Emmett Graves (Starhawk) (DLC content)
<br>Evil Cole McGrath (Infamous)
<br>Fate Princess (Fat Princess)
<br>Heihachi Mishima (Tekken)
<br>Isaac Clarke (Dead Space) (DLC content)
<br>Jak and Daxter (Jak and Daxter)
<br>Kat (Gravity Rush) (DLC content)
<br>Kratos (God of War)
<br>Nariko (Heavenly Sword)
<br>Nathan Drake (Uncharted)
<br>Parappa (Parappa the rapper)
<br>Raiden (Metal Gear Revengeance)
<br>Ratchet and Clank (Ratchet and Clank)
<br>Sackboy (Little Big Planet)
<br>Sir Daniel Fortesque (MediEvil)
<br>Sly Cooper (Sly Cooper)
<br>Spike (Ape Escape)
<br>Sweet Tooth (Twisted Metal)
<br>Toro Inoue (Doku Demo Issyo)
<br>Zeus (God of War) (DLC content)",SuperBot Entertainment,Sony Computer Entertainment,FALSE,FALSE,"Multiplayer, Single Player, Split Screen",NPWR02621_00,"Fighting, Platform",,20/11/2012,18/06/2025 00:07,02/09/2013 17:22,18/06/2025 00:08,18/06/2025 00:07,Sony PlayStation 3,0,0,PlayStation,PlayStation All-Stars,,65,66,3,87f74187-e72e-4d93-88dd-17839086609e
Portal Reloaded,,,,"In this community made mod you play as test subject [4-5-0-9]. Awoken from stasis by an automated AI, you are expected to complete a very special test course. Within the depths of Aperture Science, secluded from the rest of the facility, lies a previously unknown and long forgotten testing track. <br><br>Expanding on the concepts of the main game, in Portal Reloaded you get a hold of the Triple Portal Device, allowing you to shoot three different portals. The familiar blue and orange portals, connecting two different places in space, and a third, green time portal, which connects two different timelines. Travelling between the present and a version of reality 20 years in the future, opens up a completely new way of puzzle solving.<br><br>Thinking in four dimensions is key to mastering 25 challenging puzzles laid out for you. This mod is  targeted at portal veterans, who are familiar with the gameplay of the main series and want to expand their horizons.<br><br>Portal Reloaded: The Cooperative Update includes 20 additional puzzles to be solved together with a partner. In this mode, one player is in charge of shooting regular portals while the other takes care of placing time portals. This creates some very interesting gameplay mechanics, as both players rely on their partner to travel through space and time respectively. Play either online or locally via split screen.<h2 class=""bb_tag"">Features</h2><br><ul class=""bb_ul""><li>25 brand new mind-bending puzzles<br></li><li>20 brand new cooperative puzzles<br></li><li>Fire three  different portals<br></li><li>Explore two different timelines<br></li><li>More than 100 custom voice lines<br></li><li>New music<br></li><li>Unique puzzle mechanics</li></ul><h2 class=""bb_tag"">Requirements</h2><br><ul class=""bb_ul""><li>Own a copy of Portal 2</li></ul>",PORTANIS,PORTANIS,FALSE,FALSE,Single Player,1255980,Puzzle,,19/04/2021,17/06/2025 23:53,,17/06/2025 23:54,17/06/2025 23:53,,0,0,Steam,,,82,,,7d27365e-6ae8-4911-b85c-de1a47ff599f
Prismata,,,,"Prismata's new free-to-play edition is <strong>radically fair</strong>, featuring <strong>no card packs, no grinding, and absolutely no pay-to-win</strong>. We steadfastly refuse to sell items that provide advantages in competitive multiplayer. Instead, you can support us by purchasing cosmetics or premium single-player content. Thank you!<h2 class=""bb_tag"">Prepare yourself for the ultimate strategy game.</h2><br>Prismata—the gripping debut from Lunarch Studios—radically redefines the strategy genre by combining elements of real-time strategy, card games, and tabletop strategy games to create something entirely new and unique.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/490220/extras/cast_cropped.png?t=1584722754"" /><br><br>Competing against other humans or ruthlessly efficient AI, you'll plan devastating attacks through a series of quick-fire turns. Will you outwit your opponents by striking at the perfect moment? Or will you fall victim to a devious trap?<h2 class=""bb_tag"">Game Modes</h2><ul class=""bb_ul""><li> <i>Campaign:</i> an enthralling 40-mission story-based single player adventure<br></li><li> <i>Casual Match:</i> play friendly games against other humans or one of 30 different AI personalities <br></li><li> <i>Combat Training:</i> over 50 hand-crafted puzzles and scenarios dripping with fascinating strategy insights<br></li><li> <i>Ranked Play:</i> get paired against opponents of similar skill and compete for a spot on the leaderboards<br></li><li> <i>Custom Games:</i> play bots or friends with fully editable unit pools, time controls, handicaps, AI difficulty, and more<br></li><li> <i>Expert Challenge:</i> ultra-difficult mission variants for players seeking extreme challenges<br></li><li> <i>Event Mode:</i> heart-pounding blitz brawl tourneys and crazy mode-of-the-week events with prizes</li></ul><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/490220/extras/overheat.jpg?t=1584722754"" /><h2 class=""bb_tag"">The Story</h2>Hundreds of years in the future, humans have engineered a prosperous new civilization on the distant planet Beacon, where the sun never sets. Meanwhile, the planet's frigid dark side has been colonized by an enigmatic faction of intelligent machines that threaten humanity with conflict.<br><br><br>In these new cybernetic times, human soldiers are obsolete. Instead, warfare is conducted swiftly with massive armies of robots. The <i>Swarmwielders</i>—human commanders of these mechanical forces—are the defenders of society, training relentlessly for the day when the machines strike again. However, when their own robots start to mysteriously malfunction, the humans find themselves endangered by something much closer than the machines lurking beyond the fringe.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/490220/extras/cutscene.jpg?t=1584722754"" /><h2 class=""bb_tag"">Features</h2><ul class=""bb_ul""><li> <i>State-of-the-art enemy AI</i> created by Professor David Churchill, winner of the 2013 StarCraft AI competition<br></li><li> A custom <i>replay browser</i> where you can watch, share, and analyze game replays<br></li><li> New Prismata <i>units</i> added regularly, each with a unique role and purpose in combat<br></li><li> 100+ <i>Steam Achievements</i> to unlock<br></li><li> Real-time <i>spectator mode</i>: watch live matches featuring top players<br></li><li> Absolutely <i>zero pay-to-win</i>—no card packs to open; all units are free for all players<br></li><li> Over 500 customizable <i>emotes</i> and 250 awesome <i>unit skins</i> to collect<br></li><li> <i>No randomness!</i> Your fate is determined by your skill alone<br></li><li> Over <i>100 trillion</i> unique gameplay scenarios, each with a different optimal strategy to discover</li></ul><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/490220/extras/infopanel2.jpg?t=1584722754"" /><h2 class=""bb_tag"">Gameplay</h2>In Prismata, you’ll collect resources, create workers and technologies, assemble an all-conquering army, and trade blows with your opponent until one of you is obliterated. Prismata blends elegant turn-based mechanics with the tactical decision-making elements that are at the heart of real-time strategy games.<br><br><br>Featuring simple and intuitive economic and combat systems, Prismata is incredibly easy to learn. However, no two Prismata matches are ever the same. Every game, players get a new pool of extra buildable units that must be used to their fullest potential. There are always new builds to plan and discover, and new threats to respond to. Each battle is fresh and unique.<br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/490220/extras/game.jpg?t=1584722754"" /><br><br>Containing no pre-built decks, random advantages, or luck-of-the-draw moments, Prismata’s cat-and-mouse duels celebrate quick-fire tactics, deep thinking, and decisive strategy. Will you execute a perfectly-timed attack, or will you build up a monstrous economy and overpower your opponent with a massive army?<h2 class=""bb_tag"">Testimonials from supporters and Kickstarter backers:</h2>&quot;Almost nothing comes close to achieving this level of polish, depth, and replayability.&quot;<br><br>- <i>Kevin &quot;qxc&quot; Riley, retired StarCraft pro-gamer and game designer</i><br><br>&quot;This game is unbelievable.  Someone said it’s like Magic the Gathering meets Chess meets Starcraft and they weren't lying.&quot;<br>- <i>Paradox Gaming Network</i><br><br>&quot;Full skill, full focus, no RNG. It is beautiful!&quot;<br>- <i>Adrian &quot;Lifecoach&quot; Koy, Hearthstone and Gwent professional</i><br><br>&quot;It's so good. I wake up and I'm like 'Yes, I get to play this game again.' I love it.&quot;<br>- <i>Frederick &quot;Freddybabes&quot; Bird, Gwent Challenger, Open, and Slam champion</i><br><br>&quot;I'm over-the-top addicted. Best game I've ever played.&quot;<br>- <i>Mike &quot;Timex&quot; McDonald, poker professional</i><br><br>&quot;A game I have been looking for all my life.&quot;<br>- <i>Steel_hs</i><br><br>&quot;One of the most intricate, well-thought-out, and best games I have ever played... the first and only game of its unique genre.&quot;<br>- <i>Rachenite</i><br><br>&quot;More worthwhile than any other game.&quot;<br>- <i>Aetherllama</i><br><br>&quot;Truly unique in its ability to refine RTS and card game themes down to the core strategic decisions without the RNG or APM.&quot;<br>- <i>DiamondGP</i><br><br>&quot;Finally, a card game that removes the ‘luck’ aspect.&quot;<br>- <i>hepcecob</i><br><br>&quot;When I start Prismata, it feels like my inner child is opening a bottomless toy box that's always holding something new and exciting.&quot;<br>- <i>daxtrax</i><br><br>&quot;I honestly feel like a genius after I play a good game.&quot;<br>- <i>DDarkray</i><br><br>&quot;Prismata is very approachable, yet there's always more to learn.&quot;<br>- <i>zihkrihk</i><br><br><img class=""bb_img"" src=""https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/490220/extras/armory.jpg?t=1584722754"" /><br><br>&quot;I'm a filthy casual and I love playing a quick competitive game.&quot;<br>- <i>RupertE</i><br><br>&quot;10/10 strategy game! Phenomenal concept, unlimited replay value.&quot;<br>- <i>4nonym0u5</i><br><br>&quot;Why did I even bother with those other games.&quot;<br>- <i>arisuMizuki</i><br><br>&quot;I feel fortunate to live in the age of Prismata—the best game I've ever played.&quot;<br>- <i>Gameking511</i><br><br>&quot;No mortal has 400 real APM. That's why we play Prismata, and leave StarCraft to the demigods.&quot;<br>- <i>jrkirby</i><br><br>&quot;If you ever thought you'd be great at StarCraft if only you had the APM, now you can prove it.&quot;<br>- <i>Lenor4ever</i><br><br>&quot;After 3 years and 11,000 games, I'm still innovating new strategies, and I don't expect that to ever stop.&quot;<br>- <i>Apooche</i><br><br>&quot;Prismata is the best thing that ever happened to me.&quot;<br>- <i>Arkanishu</i><br><br>&quot;It's as good as they say.&quot;<br>- <i>Naitso</i>",Lunarch Studios,Lunarch Studios,FALSE,FALSE,"Multiplayer, Single Player",490220,"Card & Board Game, Indie, Real Time Strategy (RTS), Simulator, Strategy, Turn-based strategy (TBS)",,08/03/2018,17/06/2025 23:53,,17/06/2025 23:58,17/06/2025 23:53,,0,0,Steam,,,70,,,6b74842a-ac9a-4e76-8c8b-e09e8e863175
Q.U.B.E. 2,Q.U.B.E. 02,PEGI 12,,"Q.U.B.E. 2 is the sequel to the hit first-person puzzle game Q.U.B.E. You are Amelia Cross, a stranded archaeologist who has awoken among the ruins of an ancient alien landscape. With the distant help of another survivor you must manipulate the structure of this mysterious world and find a way back home.",Toxic Games,Toxic Games,FALSE,FALSE,Single Player,Auk,"Adventure, Indie, Platform, Puzzle",,13/03/2018,17/06/2025 23:53,,17/06/2025 23:55,17/06/2025 23:53,PC (Windows),0,0,Epic,Q.U.B.E.,,74,73,,c3d71ec8-0da2-4081-9ab0-f3becdb74e57
RAGE 2,RAGE 02,PEGI 18,,"Dive headfirst into a dystopian world devoid of society, law, and order. Rage 2 brings together a true open world FPS experience where you can go anywhere, shoot anything, and explode everything.","Avalanche Studios, id Software",Bethesda Softworks,FALSE,FALSE,Single Player,ad3d0f08dd0841d8a1ba77d94ded4773,"Adventure, Racing, Role-playing (RPG), Shooter",,13/05/2019,17/06/2025 23:53,,17/06/2025 23:54,17/06/2025 23:53,PC (Windows),0,0,Epic,Rage,,70,69,,3e2f9f03-d244-4589-ab09-983acc7b2d7e
Railway Empire,,PEGI 3,,"In Railway Empire, you will create an elaborate and wide-ranging rail network, purchase over 40 different trains modelled in extraordinary detail, and buy or build railway stations, maintenance buildings, factories and tourist attractions to keep your travel network ahead of the competition. You'll also need to hire and manage your workforce if you want to ensure an efficient train service, whilst also develop over 300 technologies ranging from mechanical improvements to the trains themselves to workplace infrastructures and advanced amenities as you progress through five eras of technological innovations.",Gaming Minds Studios,Kalypso Media,FALSE,FALSE,Single Player,8cf7c6b964514532ad8284a376a517bf,"Simulator, Strategy",,26/01/2018,17/06/2025 23:53,,17/06/2025 23:55,17/06/2025 23:53,PC (Windows),0,0,Epic,Railway Empire,,78,85,,1de9ea5d-9bed-4efd-98fa-630322d26b77
Ratchet & Clank,,PEGI 7,,"Ratchet & Clank is a new game based on elements from the original Ratchet & Clank (PS2), featuring more than an hour of new cinematics (including footage from the film) in vibrant 1080p, new locations, weapons, bosses and more. Join Ratchet, Clank, Captain Qwark and new friends as they embark on an intergalactic adventure, and experience the start of an epic friendship (again) on PlayStation 4.",Insomniac Games,Sony Interactive Entertainment,TRUE,FALSE,Single Player,NPWR02335_00,"Adventure, Platform, Shooter",,12/04/2016,18/06/2025 00:07,17/08/2013 16:46,18/06/2025 00:08,18/06/2025 00:07,Sony PlayStation 3,0,0,PlayStation,Ratchet & Clank,,80,84,4,63c325af-c6b0-4d0b-b535-0c3b38c796b6
Ratchet & Clank 2,Ratchet & Clank 02,PEGI 7,,"Ratchet and Clank return as heroes for hire in Ratchet and Clank: Going Commando, the second game in this action platforming franchise.There are 18 entirely new weapons, as well as five weapons from the first game (you can upload them if using your old memory save). Each weapon is upgradeable, utilizing a new experience system, where weapons transform into more powerful forms the more they are used. In addition to main story levels, new Maxi-games give players a chance to test their skills and gain experience.",Insomniac Games,Sony Computer Entertainment,TRUE,FALSE,Single Player,NPWR02346_00,"Adventure, Platform, Shooter",,11/11/2003,18/06/2025 00:07,15/04/2014 12:27,18/06/2025 00:08,18/06/2025 00:07,Sony PlayStation 3,0,0,PlayStation,Ratchet & Clank,,81,90,4,2a5dcdc9-9d17-4d1d-9b4b-5ecdfbe46f81
Ratchet & Clank 3: Up Your Arsenal,Ratchet & Clank 03: Up Your Arsenal,PEGI 7,,"A 3D platform video game and the third installment in the Ratchet & Clank series. The gameplay is similar to previous games in the series but introduces new features such as a new control system and more levels in the upgrade system for weapons. It follows Ratchet and Clank's adventure through a fictional universe to defeat a robotic villain, Dr. Nefarious, who intends to destroy all organic life. Characters such as Dr. Nefarious and Sasha, a Cazar starship captain who helps Ratchet throughout the game, are introduced, and a number of characters return from the original Ratchet & Clank.",Insomniac Games,Sony Computer Entertainment,TRUE,FALSE,"Multiplayer, Single Player, Split Screen",NPWR02347_00,"Adventure, Platform, Shooter",,02/11/2004,18/06/2025 00:07,06/04/2013 20:59,18/06/2025 00:08,18/06/2025 00:07,Sony PlayStation 3,0,0,PlayStation,Ratchet & Clank,,81,80,4,e4ab5259-fdf0-41b1-9fa5-ce4f695181fe
Realm Royale - Test Server,,,,,,,FALSE,FALSE,,878760,,,,17/06/2025 23:53,,17/06/2025 23:57,17/06/2025 23:53,,0,0,Steam,,,,,,c78c4355-51dd-41c7-a4d2-c2d3ec212d2b
Rebel Galaxy,,PEGI 12,,"Rebel Galaxy is an action-packed, swashbuckling space opera. You'll battle pirates, explore anomalies, befriend aliens, scavenge battle wreckage, mine asteroids, and discover artifacts. Choose your path as a roguish do-gooder, crafty space-trader or power-hungry privateer - or maybe a little of each! Buy larger and more powerful craft with your hard-earned credits, and outfit them with a variety of wicked weapons and defenses. Set in a galaxy of fantastic sights, and secrets to be found, Rebel Galaxy is above all a space epic of adventure, exploration, and combat.",Double Damage Games,Double Damage Games,FALSE,FALSE,Single Player,Weaver,"Adventure, Indie, Role-playing (RPG), Simulator, Strategy",,20/10/2015,17/06/2025 23:53,,17/06/2025 23:57,17/06/2025 23:53,PC (Windows),0,0,Epic,Rebel Galaxy,,73,72,,2ec07982-f510-4957-8122-92e43810f463
RiME,,,,"You stumble across an old book and get trapped within its world.
<br>Solve all of its mysteries, and escape the world of the book.",,,FALSE,FALSE,,Hydrangea,Puzzle,,28/09/2018,17/06/2025 23:53,,17/06/2025 23:58,17/06/2025 23:53,PC (Windows),0,0,Epic,,,,,,873af9fd-2664-4265-9c43-a8caa8d81a80
Rogue Company,,PEGI 16,,"Gear up and drop in to Rogue Company, the third-person tactical action shooter that puts the fate of the world in your hands. Defeat the enemy team in objective and action based game modes featuring exotic locales, thrilling gun-play, and explosions…lots of explosions. Save the day. Look Good. Get Paid.",First Watch Games,Hi-Rez Studios,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",Pewee,"Shooter, Strategy, Tactical",,30/09/2020,17/06/2025 23:53,,17/06/2025 23:54,17/06/2025 23:53,PC (Windows),0,0,Epic,,,58,85,,4ca7b8bd-5912-4ab0-8600-07ab479adcd9
RollerCoaster Tycoon 3: Complete Edition,RollerCoaster Tycoon 03: Complete Edition,PEGI 3,,"Build the park of a lifetime and rediscover the critically acclaimed rollercoaster simulation bestseller. Feel the thrill of a genre-defining classic, complete with two huge expansion packs.",Frontier Developments,"Aspyr Media, Frontier Foundry",FALSE,FALSE,Single Player,281a47e363284108b82bf05c1a612145,"Simulator, Strategy",,24/09/2020,17/06/2025 23:53,,17/06/2025 23:56,17/06/2025 23:53,PC (Windows),0,0,Epic,RollerCoaster Tycoon,,80,80,,0c63d4cd-02ce-47c1-9259-cd2f51e88278
RUINER,,PEGI 18,,"Ruiner is a top-down action shooter created in the spirit of cult cyberpunk anime and game classics. Ruiner is quick and brutal but sophisticated gameplay, original world with mature storyline and unique visual style.",Reikon Games,Devolver Digital,FALSE,FALSE,Single Player,Laridae,"Adventure, Indie, Shooter, Strategy",,26/09/2017,17/06/2025 23:53,,17/06/2025 23:54,17/06/2025 23:53,PC (Windows),0,0,Epic,,,78,76,,4618edbc-2eae-4a4c-bf34-d9f78d97d8ee
Satellite Reign,,,,"<h2 class=""bb_tag"">Deluxe Edition</h2><br>Contains the game, original soundtrack, 'Satellite Reign: Reboot' e-book and 'The Art of Satellite Reign' e-book.<h2 class=""bb_tag"">Co-Op Multiplayer</h2>Play the entirety of Satellite Reign with your friends in co-op multiplayer.  Up to four players can each control their own agent, opening up a whole new level of strategic and co-ordinated play.<br><br>With full drop-in/drop-out support, LAN and Internet play, and customisable agent assignment, get ready to experience Satellite Reign like never before.<h2 class=""bb_tag"">Strategic Cyberpunk Action</h2><br>Satellite Reign is a <strong>real-time, class-based strategy game</strong>, set in an <strong>open-world cyberpunk city</strong>.  You command a group of 4 agents through rain-soaked, neon-lit streets, where the law is the will of mega-corporations.  Use your agents to sneak, shoot, steal, and sabotage your way up the corporate ladder, and take control of the most powerful monopoly of all time.<br><br>Each of your agents can be tailored toward your favoured play-style, while still maintaining their own unique specialisations.  Shape your team into an offensive war machine, or an elite covert spec-ops outfit, and take the open-world city as your own.<h2 class=""bb_tag"">Open World</h2>The city of Satellite Reign is one big, open playground.  No individual levels to pick between, the whole world can be explored seamlessly.  Uncover new missions while you explore, and pick and choose which objectives you want to tackle.<h2 class=""bb_tag"">Customise your Team</h2>Each of your four agents can be tailored to suit your play style.  Choose their skills, weapons, gear, augmentations, and even their genetic base by cloning exceptional individuals from the general population.<h2 class=""bb_tag"">Multiple Strategies</h2>There's no 'right-way' to complete your objectives.  The world has been designed to facilitate emergent gameplay, allowing you to choose from and combine a wide range of strategic options.  Sneak in through ventilation shafts, hack doors, take out power generators, hijack the minds of guards, or just blow the front door down.  Countless opportunities await.",5 Lives Studios,5 Lives Studios,FALSE,FALSE,"Co-Operative, Multiplayer, Single Player",268870,"Indie, Real Time Strategy (RTS), Strategy",,27/08/2015,17/06/2025 23:53,,17/06/2025 23:55,17/06/2025 23:53,,0,0,Steam,,,82,82,,b8f97891-e5f0-4b4e-8061-02f6832226c6
Sherlock Holmes Crimes and Punishments,,PEGI 16,,"Crimes & Punishments lets you become the greatest detective of all time, Sherlock Holmes! Solve six high-profile, gripping and varied cases: murders, disappearances, spectacular thefts and sensational cases will sometimes take you to the realms of the fantastic in this stunning game of investigation in the fine tradition of the Conan Doyle novels. Crimes & Punishments offers you a large degree of freedom to make moral choices that go beyond merely seeing that justice is done: your decisions have a real influence on the game both in terms of your character’s reputation and the consequences that arise in a realistic and sometimes unexpected way.
<br>
<br>Will you listen to your moral sense, or will you impartially enforce justice?",Frogwares,"Focus Entertainment, Maximum Games",FALSE,FALSE,Single Player,0afb9d54dd3743a582b48b506466d3f8,"Adventure, Puzzle",,29/09/2014,17/06/2025 23:53,,17/06/2025 23:54,17/06/2025 23:53,PC (Windows),0,0,Epic,Adventures of Sherlock Holmes,,80,75,,628e4bc3-57d4-4541-b204-b084ef4b01ad
